InvoiceNo,InvoiceDate,CustomerID,Country,ProductID,ProductDescription,Quantity,UnitPrice,TotalAmount
INV483789,2024-06-28,CUST0088,Germany,P1006,Coffee Mug,1,8.63,8.63
INV942735,2024-09-03,CUST0778,Uk,P1013,Sticky Notes Pack,5,4.31,21.55
INV952338,2024-05-31,CUST0795,Australia,P1004,Desk Lamp,4,22.59,90.36
INV812168,2024-04-30,CUST0064,Brazil,P1014,Running Shoes,2,67.7,135.4
INV295773,2023-01-01,CUST0627,Australia,P1009,Backpack,1,45.33,45.33
INV511396,2024-12-25,CUST0207,Usa,P1007,Yoga Mat,1,20.38,20.38
INV705219,2024-12-15,CUST0610,France,P1012,Gaming Headset,2,55.13,110.26
INV931650,2024-05-25,CUST0782,Australia,P1001,Wireless Mouse,3,15.65,46.95
INV601132,2024-11-26,CUST0601,France,P1008,Water Bottle,4,11.51,46.04
INV766322,2024-03-13,CUST0736,Uk,P1003,Notebook Set,3,6.97,20.91
INV986858,2023-01-01,CUST0370,India,P1004,Desk Lamp,4,22.49,89.96
INV550422,2024-02-27,CUST0157,Australia,P1011,Table Lamp,5,27.12,135.6
INV948293,2024-02-04,CUST0755,Uk,P1002,Bluetooth Speaker,1,33.04,33.04
INV785758,2023-01-01,CUST0006,France,P1005,Office Chair,2,88.02,176.04
INV236988,2023-11-18,CUST0688,Usa,P1002,Bluetooth Speaker,1,34.49,34.49
INV617841,2024-10-22,CUST0492,Usa,P1011,Table Lamp,4,28.18,112.72
INV307968,2023-12-30,CUST0568,India,P1005,Office Chair,3,91.77,275.31
INV783837,2024-02-23,CUST0631,France,P1007,Yoga Mat,5,20.2,101.0
INV120342,2024-11-02,CUST0800,France,P1015,Winter Jacket,1,124.02,124.02
INV519238,2024-12-21,CUST0006,France,P1015,Winter Jacket,4,120.7,482.8
INV624489,2024-04-06,CUST0333,Canada,P1003,Notebook Set,1,6.51,6.51
INV905022,2024-12-08,CUST0350,France,P1005,Office Chair,2,86.01,172.02
INV754702,2024-04-15,CUST0238,Germany,P1005,Office Chair,4,89.56,358.24
INV839293,2024-09-12,CUST0504,France,P1008,Water Bottle,4,11.23,44.92
INV618346,2024-07-31,CUST0648,Usa,P1015,Winter Jacket,4,122.31,489.24
INV425982,2024-12-15,CUST0225,Germany,P1004,Desk Lamp,5,22.86,114.3
INV528605,2024-05-08,CUST0203,Australia,P1007,Yoga Mat,3,20.03,60.09
INV714169,2024-12-07,CUST0096,Uk,P1002,Bluetooth Speaker,5,35.11,175.55
INV219211,2024-05-15,CUST0463,Germany,P1008,Water Bottle,3,11.92,35.76
INV159985,2024-04-26,CUST0736,Uk,P1002,Bluetooth Speaker,2,35.83,71.66
INV187154,2024-06-22,CUST0533,Usa,P1010,Phone Case,5,9.77,48.85
INV819188,2023-09-15,CUST0680,India,P1009,Backpack,1,44.28,44.28
INV532511,2023-08-19,CUST0274,Germany,P1005,Office Chair,4,90.4,361.6
INV586349,2024-12-16,CUST0791,Germany,P1007,Yoga Mat,2,19.52,39.04
INV848929,2024-05-30,CUST0049,France,P1002,Bluetooth Speaker,1,35.22,35.22
INV758853,2024-05-30,CUST0781,Brazil,P1011,Table Lamp,5,28.75,143.75
INV151109,2024-07-17,CUST0737,Australia,P1009,Backpack,4,44.07,176.28
INV864565,2024-03-12,CUST0098,Australia,P1001,Wireless Mouse,4,15.28,61.12
INV720860,2024-06-30,CUST0731,India,P1013,Sticky Notes Pack,4,4.18,16.72
INV849598,2024-07-17,CUST0212,India,P1001,Wireless Mouse,1,16.61,16.61
INV124837,2024-06-01,CUST0307,France,P1014,Running Shoes,1,66.68,66.68
INV883757,2024-10-09,CUST0588,France,P1011,Table Lamp,5,26.22,131.1
INV557938,2024-10-01,CUST0493,Canada,P1005,Office Chair,2,89.03,178.06
INV453667,2023-11-13,CUST0679,Uk,P1008,Water Bottle,2,11.72,23.44
INV292429,2024-01-31,CUST0013,Australia,P1014,Running Shoes,2,61.98,123.96
INV117230,2023-03-16,CUST0493,Canada,P1001,Wireless Mouse,4,15.9,63.6
INV995847,2024-08-30,CUST0281,Canada,P1001,Wireless Mouse,2,16.32,32.64
INV595543,2024-06-22,CUST0759,France,P1013,Sticky Notes Pack,3,4.16,12.48
INV572101,2023-10-11,CUST0658,Germany,P1004,Desk Lamp,5,22.74,113.7
INV216839,2024-01-14,CUST0096,Uk,P1012,Gaming Headset,2,54.22,108.44
INV369961,2024-09-08,CUST0406,France,P1004,Desk Lamp,1,22.8,22.8
INV534057,2023-04-22,CUST0546,Australia,P1007,Yoga Mat,3,19.97,59.91
INV150860,2023-11-15,CUST0263,France,P1007,Yoga Mat,4,20.89,83.56
INV477578,2024-06-21,CUST0289,France,P1002,Bluetooth Speaker,4,33.59,134.36
INV992765,2024-03-24,CUST0169,Brazil,P1009,Backpack,2,44.89,89.78
INV474198,2024-06-30,CUST0239,Canada,P1013,Sticky Notes Pack,3,4.07,12.21
INV560149,2024-09-12,CUST0709,France,P1013,Sticky Notes Pack,5,4.04,20.2
INV118042,2023-12-04,CUST0771,Brazil,P1013,Sticky Notes Pack,5,4.17,20.85
INV212195,2024-10-05,CUST0603,Canada,P1003,Notebook Set,2,7.0,14.0
INV640011,2024-10-23,CUST0045,Uk,P1012,Gaming Headset,5,57.16,285.8
INV117323,2024-10-22,CUST0028,Germany,P1014,Running Shoes,5,63.01,315.05
INV430767,2024-12-16,CUST0072,Germany,P1004,Desk Lamp,5,23.07,115.35
INV988168,2024-12-05,CUST0608,Canada,P1005,Office Chair,1,88.92,88.92
INV225909,2024-12-21,CUST0213,Australia,P1013,Sticky Notes Pack,4,4.05,16.2
INV844633,2023-01-01,CUST0076,India,P1011,Table Lamp,2,26.23,52.46
INV732892,2024-08-24,CUST0307,France,P1002,Bluetooth Speaker,2,36.16,72.32
INV470608,2023-07-17,CUST0730,Usa,P1007,Yoga Mat,4,19.36,77.44
INV992738,2023-11-28,CUST0529,Uk,P1011,Table Lamp,3,28.74,86.22
INV820802,2024-04-18,CUST0688,Usa,P1012,Gaming Headset,4,52.5,210.0
INV675523,2024-09-21,CUST0511,India,P1012,Gaming Headset,1,53.11,53.11
INV757951,2023-01-01,CUST0240,France,P1006,Coffee Mug,2,7.95,15.9
INV163013,2024-10-16,CUST0333,Canada,P1003,Notebook Set,2,6.69,13.38
INV319050,2023-01-01,CUST0655,Uk,P1011,Table Lamp,3,26.14,78.42
INV200503,2024-05-24,CUST0027,Usa,P1015,Winter Jacket,5,125.65,628.25
INV650932,2023-03-06,CUST0301,Australia,P1012,Gaming Headset,4,56.19,224.76
INV139825,2024-09-17,CUST0210,Usa,P1002,Bluetooth Speaker,1,35.99,35.99
INV292164,2024-02-12,CUST0057,Canada,P1001,Wireless Mouse,3,16.16,48.48
INV235927,2024-02-15,CUST0071,Germany,P1009,Backpack,5,47.02,235.1
INV798825,2024-03-08,CUST0120,France,P1013,Sticky Notes Pack,5,4.1,20.5
INV615625,2024-11-25,CUST0749,Germany,P1011,Table Lamp,1,28.1,28.1
INV435240,2024-11-28,CUST0660,Brazil,P1007,Yoga Mat,4,19.42,77.68
INV798825,2024-03-08,CUST0120,France,P1004,Desk Lamp,5,22.12,110.6
INV117954,2024-07-23,CUST0068,France,P1015,Winter Jacket,1,125.43,125.43
INV798959,2024-09-09,CUST0583,Australia,P1012,Gaming Headset,1,54.59,54.59
INV726169,2024-12-12,CUST0796,Australia,P1010,Phone Case,1,9.95,9.95
INV452898,2024-11-20,CUST0652,Uk,P1004,Desk Lamp,5,21.24,106.2
INV815117,2024-11-12,CUST0382,Germany,P1003,Notebook Set,5,6.98,34.9
INV282516,2024-06-19,CUST0758,Uk,P1008,Water Bottle,1,12.03,12.03
INV591203,2024-10-27,CUST0545,Canada,P1008,Water Bottle,3,11.87,35.61
INV795018,2023-11-14,CUST0670,Brazil,P1011,Table Lamp,3,27.47,82.41
INV231336,2024-03-29,CUST0174,India,P1012,Gaming Headset,3,52.51,157.53
INV698012,2023-01-01,CUST0187,India,P1002,Bluetooth Speaker,4,36.06,144.24
INV317995,2024-08-14,CUST0738,Canada,P1013,Sticky Notes Pack,3,4.05,12.15
INV556840,2023-10-11,CUST0704,France,P1002,Bluetooth Speaker,5,33.26,166.3
INV733500,2024-02-06,CUST0750,Australia,P1003,Notebook Set,4,6.91,27.64
INV338252,2024-12-25,CUST0548,Brazil,P1004,Desk Lamp,2,21.74,43.48
INV685167,2024-12-18,CUST0212,India,P1007,Yoga Mat,4,20.19,80.76
INV826792,2024-07-25,CUST0165,Usa,P1001,Wireless Mouse,1,15.3,15.3
INV817912,2024-06-18,CUST0014,Uk,P1009,Backpack,1,44.13,44.13
INV542669,2024-11-27,CUST0713,India,P1007,Yoga Mat,2,19.04,38.08
INV296920,2023-01-21,CUST0288,Brazil,P1008,Water Bottle,3,11.69,35.07
INV326509,2023-01-01,CUST0288,Brazil,P1005,Office Chair,2,94.36,188.72
INV705219,2024-12-15,CUST0610,France,P1005,Office Chair,5,87.12,435.6
INV236988,2023-11-18,CUST0688,Usa,P1015,Winter Jacket,2,124.95,249.9
INV699230,2024-10-24,CUST0657,Uk,P1003,Notebook Set,4,6.7,26.8
INV293982,2024-07-28,CUST0042,Uk,P1005,Office Chair,5,88.8,444.0
INV465272,2024-06-01,CUST0443,Canada,P1002,Bluetooth Speaker,4,34.39,137.56
INV945549,2024-06-10,CUST0756,Canada,P1009,Backpack,1,45.77,45.77
INV971486,2024-10-08,CUST0175,Canada,P1012,Gaming Headset,2,52.65,105.3
INV717662,2023-07-09,CUST0630,India,P1001,Wireless Mouse,2,15.32,30.64
INV169300,2024-10-02,CUST0438,Brazil,P1011,Table Lamp,1,26.34,26.34
INV271520,2023-01-01,CUST0688,Usa,P1009,Backpack,5,45.17,225.85
INV895218,2024-10-03,CUST0492,Usa,P1014,Running Shoes,3,66.97,200.91
INV568398,2024-08-06,CUST0658,Germany,P1009,Backpack,2,46.91,93.82
INV373406,2024-03-28,CUST0338,Usa,P1007,Yoga Mat,5,19.47,97.35
INV929019,2024-12-01,CUST0742,India,P1014,Running Shoes,1,62.83,62.83
INV534108,2024-11-08,CUST0616,Canada,P1007,Yoga Mat,5,20.19,100.95
INV895414,2024-11-13,CUST0351,Australia,P1006,Coffee Mug,5,8.43,42.15
INV899775,2023-10-01,CUST0518,Germany,P1001,Wireless Mouse,1,15.61,15.61
INV229610,2024-08-03,CUST0657,Uk,P1001,Wireless Mouse,2,15.69,31.38
INV220841,2024-11-13,CUST0288,Brazil,P1005,Office Chair,5,91.43,457.15
INV992205,2024-01-04,CUST0228,France,P1010,Phone Case,2,9.94,19.88
INV140760,2023-01-01,CUST0404,Uk,P1008,Water Bottle,4,11.71,46.84
INV988255,2023-04-06,CUST0462,France,P1006,Coffee Mug,4,8.49,33.96
INV748262,2024-12-29,CUST0549,Usa,P1001,Wireless Mouse,2,15.24,30.48
INV944177,2024-04-03,CUST0195,Australia,P1007,Yoga Mat,5,19.91,99.55
INV881680,2024-12-01,CUST0482,India,P1001,Wireless Mouse,1,16.41,16.41
INV602257,2024-11-03,CUST0314,France,P1005,Office Chair,1,91.81,91.81
INV860050,2023-01-01,CUST0667,Usa,P1009,Backpack,4,45.43,181.72
INV553871,2024-05-04,CUST0351,Australia,P1007,Yoga Mat,4,18.99,75.96
INV766077,2024-04-15,CUST0463,Germany,P1015,Winter Jacket,4,123.09,492.36
INV197294,2023-10-24,CUST0517,Brazil,P1015,Winter Jacket,2,116.59,233.18
INV652476,2024-11-25,CUST0241,India,P1002,Bluetooth Speaker,1,34.71,34.71
INV529252,2024-01-14,CUST0666,Canada,P1005,Office Chair,2,86.25,172.5
INV626697,2024-10-02,CUST0349,France,P1005,Office Chair,4,93.12,372.48
INV451905,2024-12-04,CUST0596,Australia,P1003,Notebook Set,4,6.51,26.04
INV390053,2024-11-17,CUST0589,Usa,P1014,Running Shoes,4,66.3,265.2
INV307824,2024-11-18,CUST0342,Germany,P1006,Coffee Mug,5,8.06,40.3
INV777002,2024-01-26,CUST0143,Germany,P1003,Notebook Set,3,6.83,20.49
INV264398,2024-07-09,CUST0061,Usa,P1004,Desk Lamp,1,22.78,22.78
INV158055,2024-10-26,CUST0187,India,P1015,Winter Jacket,4,120.11,480.44
INV820784,2024-12-06,CUST0208,Usa,P1015,Winter Jacket,5,123.57,617.85
INV123000,2023-02-09,CUST0648,Usa,P1013,Sticky Notes Pack,4,4.37,17.48
INV969140,2024-10-26,CUST0082,Australia,P1003,Notebook Set,5,6.76,33.8
INV868494,2024-09-12,CUST0785,India,P1014,Running Shoes,5,66.15,330.75
INV533337,2024-10-18,CUST0219,Canada,P1012,Gaming Headset,5,56.93,284.65
INV145757,2023-09-23,CUST0495,Canada,P1014,Running Shoes,4,66.2,264.8
INV211185,2024-07-29,CUST0091,Brazil,P1005,Office Chair,3,91.7,275.1
INV504824,2023-03-31,CUST0400,Uk,P1010,Phone Case,5,9.88,49.4
INV133715,2024-06-14,CUST0187,India,P1011,Table Lamp,4,27.26,109.04
INV816211,2023-10-29,CUST0532,France,P1015,Winter Jacket,4,124.73,498.92
INV448226,2024-12-03,CUST0478,France,P1001,Wireless Mouse,3,15.33,45.99
INV520644,2024-05-21,CUST0776,Germany,P1001,Wireless Mouse,2,16.42,32.84
INV868912,2024-11-28,CUST0150,Germany,P1003,Notebook Set,4,6.82,27.28
INV423032,2024-04-12,CUST0348,Australia,P1007,Yoga Mat,3,19.01,57.03
INV628965,2024-01-14,CUST0288,Brazil,P1013,Sticky Notes Pack,4,4.4,17.6
INV220841,2024-11-13,CUST0288,Brazil,P1005,Office Chair,5,91.96,459.8
INV964920,2024-07-22,CUST0391,Australia,P1004,Desk Lamp,2,21.12,42.24
INV823199,2024-03-05,CUST0317,Brazil,P1004,Desk Lamp,3,21.2,63.6
INV329390,2023-01-01,CUST0493,Canada,P1011,Table Lamp,4,27.58,110.32
INV148520,2024-06-05,CUST0090,Canada,P1014,Running Shoes,3,67.15,201.45
INV840810,2024-10-02,CUST0325,India,P1005,Office Chair,2,93.32,186.64
INV176090,2024-08-20,CUST0386,India,P1014,Running Shoes,2,63.11,126.22
INV270682,2024-10-18,CUST0360,Canada,P1014,Running Shoes,5,64.41,322.05
INV765354,2024-07-27,CUST0432,Australia,P1002,Bluetooth Speaker,3,35.75,107.25
INV861102,2024-07-13,CUST0265,India,P1001,Wireless Mouse,2,16.13,32.26
INV894777,2024-05-12,CUST0400,Uk,P1004,Desk Lamp,1,21.89,21.89
INV427335,2024-03-10,CUST0646,Usa,P1014,Running Shoes,2,66.91,133.82
INV856041,2024-10-20,CUST0510,Usa,P1005,Office Chair,3,90.6,271.8
INV732129,2023-01-01,CUST0692,Canada,P1015,Winter Jacket,4,115.7,462.8
INV606665,2023-10-11,CUST0240,France,P1008,Water Bottle,1,11.1,11.1
INV793777,2024-08-12,CUST0462,France,P1010,Phone Case,5,9.87,49.35
INV117323,2024-10-22,CUST0028,Germany,P1015,Winter Jacket,1,124.14,124.14
INV817912,2024-06-18,CUST0014,Uk,P1004,Desk Lamp,3,22.73,68.19
INV454044,2024-07-02,CUST0350,France,P1008,Water Bottle,5,11.91,59.55
INV642552,2023-09-14,CUST0014,Uk,P1001,Wireless Mouse,5,15.38,76.9
INV680433,2024-09-12,CUST0098,Australia,P1010,Phone Case,4,9.5,38.0
INV911912,2023-01-01,CUST0213,Australia,P1008,Water Bottle,3,12.0,36.0
INV965193,2023-08-29,CUST0579,Brazil,P1006,Coffee Mug,2,8.6,17.2
INV817278,2024-09-09,CUST0701,Australia,P1004,Desk Lamp,5,22.48,112.4
INV319050,2023-01-01,CUST0655,Uk,P1010,Phone Case,4,9.82,39.28
INV916142,2024-01-23,CUST0351,Australia,P1010,Phone Case,1,9.92,9.92
INV815136,2023-11-17,CUST0143,Germany,P1002,Bluetooth Speaker,3,33.16,99.48
INV382305,2024-02-13,CUST0191,France,P1014,Running Shoes,5,66.43,332.15
INV288219,2024-09-20,CUST0790,France,P1009,Backpack,5,45.02,225.1
INV871940,2024-05-12,CUST0476,Canada,P1006,Coffee Mug,3,8.47,25.41
INV923904,2024-05-12,CUST0625,Australia,P1004,Desk Lamp,1,22.04,22.04
INV319048,2024-05-26,CUST0072,Germany,P1014,Running Shoes,4,62.69,250.76
INV603549,2024-09-27,CUST0429,Germany,P1013,Sticky Notes Pack,1,4.2,4.2
INV608781,2024-06-30,CUST0245,Germany,P1005,Office Chair,5,93.27,466.35
INV374865,2024-01-22,CUST0469,France,P1014,Running Shoes,4,67.07,268.28
INV475363,2024-11-17,CUST0103,India,P1013,Sticky Notes Pack,3,4.35,13.05
INV836143,2024-12-15,CUST0430,Australia,P1010,Phone Case,2,10.14,20.28
INV923380,2023-01-01,CUST0760,France,P1007,Yoga Mat,2,19.39,38.78
INV959850,2024-09-16,CUST0369,Uk,P1001,Wireless Mouse,2,15.54,31.08
INV488482,2023-02-13,CUST0462,France,P1013,Sticky Notes Pack,4,4.08,16.32
INV628263,2024-09-17,CUST0015,Germany,P1007,Yoga Mat,3,19.15,57.45
INV964920,2024-07-22,CUST0391,Australia,P1001,Wireless Mouse,2,16.39,32.78
INV219160,2024-09-25,CUST0362,Brazil,P1008,Water Bottle,2,12.01,24.02
INV306361,2024-01-05,CUST0758,Uk,P1015,Winter Jacket,5,119.49,597.45
INV382181,2024-05-19,CUST0125,Brazil,P1005,Office Chair,3,92.58,277.74
INV231588,2024-02-18,CUST0268,Australia,P1007,Yoga Mat,5,19.53,97.65
INV559499,2024-11-17,CUST0677,France,P1009,Backpack,5,45.9,229.5
INV859242,2024-01-22,CUST0535,France,P1013,Sticky Notes Pack,3,4.38,13.14
INV381826,2024-09-09,CUST0214,Australia,P1013,Sticky Notes Pack,1,4.06,4.06
INV105735,2024-09-10,CUST0514,India,P1011,Table Lamp,2,28.22,56.44
INV818944,2023-09-23,CUST0702,India,P1007,Yoga Mat,3,19.39,58.17
INV544139,2024-12-04,CUST0260,Canada,P1002,Bluetooth Speaker,5,35.55,177.75
INV485550,2024-06-25,CUST0736,Uk,P1005,Office Chair,3,93.85,281.55
INV818045,2023-03-13,CUST0345,France,P1010,Phone Case,1,10.41,10.41
INV812713,2023-06-11,CUST0200,Usa,P1008,Water Bottle,3,11.77,35.31
INV820784,2024-12-06,CUST0208,Usa,P1001,Wireless Mouse,5,15.28,76.4
INV142083,2024-07-24,CUST0259,Usa,P1003,Notebook Set,5,6.57,32.85
INV549516,2023-01-01,CUST0331,Uk,P1005,Office Chair,3,88.76,266.28
INV925448,2024-03-30,CUST0533,Usa,P1006,Coffee Mug,2,8.34,16.68
INV537901,2024-11-24,CUST0159,France,P1010,Phone Case,3,10.32,30.96
INV453480,2024-07-21,CUST0382,Germany,P1008,Water Bottle,5,10.97,54.85
INV693472,2024-10-28,CUST0621,Usa,P1012,Gaming Headset,5,54.42,272.1
INV437995,2024-07-23,CUST0092,Australia,P1005,Office Chair,2,90.18,180.36
INV467080,2023-01-01,CUST0739,Australia,P1005,Office Chair,3,90.4,271.2
INV552116,2024-09-22,CUST0631,France,P1001,Wireless Mouse,5,16.14,80.7
INV547898,2024-05-03,CUST0657,Uk,P1001,Wireless Mouse,1,15.38,15.38
INV923639,2024-02-03,CUST0194,Canada,P1006,Coffee Mug,3,8.17,24.51
INV634772,2024-07-23,CUST0720,Germany,P1011,Table Lamp,1,27.52,27.52
INV427335,2024-03-10,CUST0646,Usa,P1007,Yoga Mat,1,19.16,19.16
INV279615,2024-02-26,CUST0772,Australia,P1006,Coffee Mug,4,8.25,33.0
INV963896,2024-01-24,CUST0424,Canada,P1006,Coffee Mug,4,8.39,33.56
INV753173,2024-05-28,CUST0327,Usa,P1008,Water Bottle,2,11.08,22.16
INV547421,2023-01-01,CUST0004,India,P1013,Sticky Notes Pack,4,4.34,17.36
INV887777,2023-09-04,CUST0177,France,P1002,Bluetooth Speaker,1,35.84,35.84
INV117883,2024-12-24,CUST0343,Usa,P1014,Running Shoes,4,65.19,260.76
INV330795,2024-06-03,CUST0232,Brazil,P1004,Desk Lamp,2,22.58,45.16
INV942223,2024-12-15,CUST0315,Germany,P1004,Desk Lamp,2,21.89,43.78
INV568408,2024-04-04,CUST0019,Australia,P1014,Running Shoes,2,65.25,130.5
INV465782,2024-02-11,CUST0397,Australia,P1010,Phone Case,1,9.96,9.96
INV380181,2024-11-13,CUST0069,Canada,P1001,Wireless Mouse,4,16.49,65.96
INV836148,2024-06-26,CUST0233,Brazil,P1007,Yoga Mat,3,19.68,59.04
INV171370,2024-10-02,CUST0486,Usa,P1003,Notebook Set,5,6.94,34.7
INV920638,2024-09-09,CUST0681,Germany,P1015,Winter Jacket,4,116.38,465.52
INV350411,2024-12-03,CUST0561,Canada,P1006,Coffee Mug,5,8.46,42.3
INV839884,2024-08-26,CUST0229,Brazil,P1009,Backpack,3,46.69,140.07
INV923488,2024-06-28,CUST0358,Germany,P1011,Table Lamp,5,26.72,133.6
INV507854,2024-07-25,CUST0056,Australia,P1015,Winter Jacket,3,122.14,366.42
INV888481,2024-12-04,CUST0471,Brazil,P1013,Sticky Notes Pack,2,4.3,8.6
INV936851,2024-09-23,CUST0276,India,P1006,Coffee Mug,5,8.55,42.75
INV137304,2024-02-25,CUST0368,France,P1009,Backpack,2,43.66,87.32
INV443541,2024-11-22,CUST0090,Canada,P1001,Wireless Mouse,4,15.3,61.2
INV233052,2024-12-28,CUST0694,Germany,P1009,Backpack,2,45.44,90.88
INV342014,2024-12-08,CUST0208,Usa,P1005,Office Chair,2,93.24,186.48
INV350428,2024-08-09,CUST0265,India,P1013,Sticky Notes Pack,4,4.05,16.2
INV125961,2023-05-14,CUST0659,India,P1015,Winter Jacket,1,115.12,115.12
INV106389,2024-09-18,CUST0054,Canada,P1007,Yoga Mat,4,20.91,83.64
INV690257,2024-10-13,CUST0392,Germany,P1009,Backpack,4,42.79,171.16
INV945063,2024-10-16,CUST0037,Germany,P1004,Desk Lamp,1,22.83,22.83
INV621010,2023-07-17,CUST0717,Brazil,P1013,Sticky Notes Pack,1,4.21,4.21
INV699387,2024-06-25,CUST0663,Australia,P1015,Winter Jacket,1,114.89,114.89
INV530657,2023-04-29,CUST0245,Germany,P1014,Running Shoes,5,63.97,319.85
INV381552,2024-11-22,CUST0170,Uk,P1008,Water Bottle,1,11.96,11.96
INV342616,2024-05-18,CUST0745,France,P1013,Sticky Notes Pack,1,4.22,4.22
INV661527,2024-12-28,CUST0331,Uk,P1003,Notebook Set,2,6.57,13.14
INV775470,2024-09-17,CUST0252,Australia,P1009,Backpack,3,43.76,131.28
INV902228,2024-09-14,CUST0546,Australia,P1008,Water Bottle,3,11.21,33.63
INV652968,2024-09-06,CUST0228,France,P1005,Office Chair,5,91.66,458.3
INV703445,2024-05-07,CUST0472,Brazil,P1001,Wireless Mouse,2,16.38,32.76
INV754749,2024-11-18,CUST0778,Uk,P1006,Coffee Mug,4,8.36,33.44
INV258130,2024-07-16,CUST0052,Australia,P1002,Bluetooth Speaker,4,34.46,137.84
INV835828,2024-11-21,CUST0491,Australia,P1013,Sticky Notes Pack,1,4.33,4.33
INV584683,2023-10-09,CUST0130,Germany,P1006,Coffee Mug,5,8.32,41.6
INV511306,2023-03-10,CUST0637,France,P1015,Winter Jacket,3,122.65,367.95
INV871622,2024-12-20,CUST0273,India,P1004,Desk Lamp,5,23.03,115.15
INV601336,2024-09-12,CUST0611,India,P1003,Notebook Set,1,6.67,6.67
INV173840,2024-11-09,CUST0143,Germany,P1007,Yoga Mat,1,20.75,20.75
INV188246,2024-09-08,CUST0608,Canada,P1014,Running Shoes,2,67.1,134.2
INV172926,2024-04-18,CUST0634,Usa,P1011,Table Lamp,2,28.17,56.34
INV789635,2024-08-07,CUST0013,Australia,P1010,Phone Case,1,9.52,9.52
INV245235,2024-10-22,CUST0241,India,P1002,Bluetooth Speaker,2,33.53,67.06
INV842813,2024-05-01,CUST0054,Canada,P1010,Phone Case,4,10.23,40.92
INV835854,2023-06-14,CUST0499,France,P1006,Coffee Mug,2,8.0,16.0
INV908169,2024-11-15,CUST0536,France,P1002,Bluetooth Speaker,3,35.14,105.42
INV794519,2024-06-22,CUST0476,Canada,P1010,Phone Case,1,10.16,10.16
INV736268,2023-11-20,CUST0429,Germany,P1004,Desk Lamp,5,21.49,107.45
INV953790,2024-09-20,CUST0325,India,P1008,Water Bottle,5,11.77,58.85
INV434860,2024-07-14,CUST0556,Brazil,P1004,Desk Lamp,3,22.59,67.77
INV583213,2023-09-05,CUST0704,France,P1011,Table Lamp,2,28.03,56.06
INV155167,2023-11-03,CUST0723,Australia,P1003,Notebook Set,3,6.45,19.35
INV927666,2024-12-13,CUST0414,Australia,P1007,Yoga Mat,4,20.66,82.64
INV434391,2024-08-21,CUST0650,Germany,P1012,Gaming Headset,5,53.16,265.8
INV622384,2024-04-22,CUST0465,India,P1004,Desk Lamp,2,23.0,46.0
INV530727,2023-09-22,CUST0040,Brazil,P1010,Phone Case,3,9.56,28.68
INV168184,2024-05-12,CUST0221,France,P1010,Phone Case,3,10.45,31.35
INV683995,2023-01-01,CUST0493,Canada,P1012,Gaming Headset,1,54.2,54.2
INV489382,2024-11-18,CUST0390,France,P1011,Table Lamp,5,26.78,133.9
INV308336,2024-01-13,CUST0424,Canada,P1004,Desk Lamp,3,21.55,64.65
INV430386,2023-01-01,CUST0190,Canada,P1008,Water Bottle,1,11.03,11.03
INV903894,2024-10-26,CUST0554,Uk,P1011,Table Lamp,2,28.06,56.12
INV389674,2023-01-01,CUST0630,India,P1001,Wireless Mouse,5,15.8,79.0
INV928234,2024-03-09,CUST0458,France,P1006,Coffee Mug,3,7.88,23.64
INV776135,2024-05-21,CUST0228,France,P1014,Running Shoes,1,66.96,66.96
INV319550,2024-05-19,CUST0194,Canada,P1003,Notebook Set,5,7.01,35.05
INV922044,2024-11-16,CUST0580,France,P1008,Water Bottle,3,11.36,34.08
INV513849,2024-01-31,CUST0359,Usa,P1011,Table Lamp,5,27.18,135.9
INV565890,2023-11-12,CUST0675,Canada,P1011,Table Lamp,4,28.23,112.92
INV920349,2023-01-30,CUST0688,Usa,P1006,Coffee Mug,4,8.01,32.04
INV451414,2023-11-19,CUST0055,Brazil,P1002,Bluetooth Speaker,4,34.17,136.68
INV338528,2024-06-04,CUST0005,Brazil,P1009,Backpack,5,43.96,219.8
INV892140,2024-12-03,CUST0162,Germany,P1009,Backpack,4,46.36,185.44
INV163425,2024-02-14,CUST0136,Canada,P1001,Wireless Mouse,5,15.97,79.85
INV210917,2023-01-01,CUST0505,Uk,P1012,Gaming Headset,3,55.1,165.3
INV276226,2023-09-24,CUST0684,Usa,P1005,Office Chair,5,93.67,468.35
INV607747,2024-06-07,CUST0363,Germany,P1010,Phone Case,5,9.82,49.1
INV747993,2023-12-16,CUST0176,Usa,P1006,Coffee Mug,3,8.36,25.08
INV334699,2024-11-26,CUST0599,Usa,P1015,Winter Jacket,5,115.97,579.85
INV137993,2024-07-24,CUST0332,France,P1013,Sticky Notes Pack,1,4.2,4.2
INV337807,2024-09-21,CUST0460,Uk,P1001,Wireless Mouse,5,15.69,78.45
INV587956,2024-10-17,CUST0692,Canada,P1009,Backpack,1,42.93,42.93
INV990067,2023-01-01,CUST0213,Australia,P1010,Phone Case,1,9.9,9.9
INV874545,2024-11-16,CUST0252,Australia,P1002,Bluetooth Speaker,3,35.61,106.83
INV855406,2023-01-01,CUST0187,India,P1013,Sticky Notes Pack,2,4.19,8.38
INV200225,2024-06-29,CUST0792,Usa,P1010,Phone Case,2,10.11,20.22
INV488079,2024-12-25,CUST0655,Uk,P1015,Winter Jacket,4,125.02,500.08
INV927559,2024-07-19,CUST0188,France,P1006,Coffee Mug,3,8.46,25.38
INV513189,2024-12-01,CUST0664,Uk,P1012,Gaming Headset,2,57.74,115.48
